docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Palaeolandforms,,,,,,none,no,0.0,0.0,,
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Northeast Brazil,,,,,,none,no,0.0,0.0,,
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Natural hazards,Natural Hazards,Q15764487,,Natural Hazards > scientific journal > trade magazine > magazine,context_or_exact,context_or_exact,no,100.0,50.0,Q5633421,scientific journal
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Mass movements,mass movement,Q6784067,,mass movement > social movement > group action > social action,context_or_exact,context_or_exact,no,100.0,50.0,Q49773;Q7278,social movement;political party
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Floods,flood,Q8068,119713173,flood,context_or_exact,context_or_exact,no,100.0,50.0,,
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Hillslope dynamics,,,,,,none,no,0.0,0.0,,
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Relief inversion,,,,,,none,no,0.0,0.0,,
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Tectonics,Tectonics,Q15766817,,Tectonics > scientific journal > trade magazine > magazine,context_or_exact,context_or_exact,no,100.0,50.0,Q5633421,scientific journal
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Denudation depths,,,,,,none,no,0.0,0.0,,
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Palaeolandforms,,,,,,none,no,0.0,0.0,,
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Laterites,laterite,Q622845,11952304k,laterite,context_or_exact,context_or_exact,no,100.0,50.0,,
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Brazil,Brazil,Q155,11868637v,Brazil > sovereign state > state > community,context_or_exact,context_or_exact,no,100.0,50.0,Q3624078;Q512187;Q6256;Q859563,secular state;country;federal republic;sovereign state
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Backwearing,,,,,,none,no,0.0,0.0,,
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Downwearing,,,,,,none,no,0.0,0.0,,
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Fault scarp,fault scarp,Q475080,,fault scarp,context_or_exact,context_or_exact,no,100.0,50.0,,
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Marginal scarp,,,,,,none,no,0.0,0.0,,
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context_or_exact,context_or_exact,no,100.0,50.0,Q87058424,branch of geology
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",GIS,,,,,,none,no,0.0,0.0,,
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",SRTM DEM,,,,,,none,no,0.0,0.0,,
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Structural geomorphology,,,,,,none,no,0.0,0.0,,
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Morphotectonic studies,,,,,,none,no,0.0,0.0,,
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context_or_exact,context_or_exact,no,100.0,50.0,Q87058424,branch of geology
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Denudation rates,,,,,,none,no,0.0,0.0,,
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Marginal scarp,,,,,,none,no,0.0,0.0,,
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Morphostratigraphy,,,,,,none,no,0.0,0.0,,
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Paleolandforms,,,,,,none,no,0.0,0.0,,
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Passive margin,passive margin,Q1918464,,passive margin,context_or_exact,context_or_exact,no,100.0,50.0,,
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Glocose oxidase,,,,,,none,no,0.0,0.0,,
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Amperometric biosensor,,,,,,none,no,0.0,0.0,,
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Collagen,collagen,Q26868,,collagen > cellular component > component > part,context_or_exact,context_or_exact,no,100.0,50.0,Q5058355;Q78155096,family of protein complexes;cellular component
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Biosensors,biosensor,Q669391,12125424b,biosensor,context_or_exact,context_or_exact,no,100.0,50.0,,
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Electrochemical biosensor,,,,,,none,no,0.0,0.0,,
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Classification,classification,Q13582682,133183064,classification > type of process > type > class,context_or_exact,context_or_exact,no,100.0,50.0,Q116505632,type of process
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Definition,definition,Q101072,11959122n,definition,context_or_exact,context_or_exact,no,100.0,50.0,,
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Electrochemical biosensor,,,,,,none,no,0.0,0.0,,
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Implantable sensor,Implantable sensor,Q124665234,,Implantable sensor > United States patent > patent > intellectual property,context_or_exact,context_or_exact,no,100.0,50.0,Q43305660,United States patent
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context_or_exact,context_or_exact,no,100.0,50.0,Q136192523;Q15711994,simple carbohydrates;group of isomeric entities
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose oxidase,Glucose oxidase,Q61497978,,Glucose oxidase > protein > biopolymer > polymer,context_or_exact,context_or_exact,no,100.0,50.0,Q8054,protein
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Electrochemical biosensor,,,,,,none,no,0.0,0.0,,
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context_or_exact,context_or_exact,no,100.0,50.0,Q136192523;Q15711994,simple carbohydrates;group of isomeric entities
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose oxidase,Glucose oxidase,Q61497978,,Glucose oxidase > protein > biopolymer > polymer,context_or_exact,context_or_exact,no,100.0,50.0,Q8054,protein
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemistry history,,,,,,none,no,0.0,0.0,,
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemical bond concepts,,,,,,none,no,0.0,0.0,,
1083160,Is C2 a nucleophilic or an electrophilic system?,Long range interactions,,,,,,none,no,0.0,0.0,,
1083160,Is C2 a nucleophilic or an electrophilic system?,Potential energy functions,,,,,,none,no,0.0,0.0,,
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Solar particle receiver,,,,,,none,no,0.0,0.0,,
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Receiver efficiency,,,,,,none,no,0.0,0.0,,
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",High temperature,High Temperature,Q15751150,,High Temperature > scientific journal > trade magazine > magazine,context_or_exact,context_or_exact,no,100.0,50.0,Q5633421,scientific journal
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Control,control,Q338754,11979352j,control > power > aptitude > quality,context_or_exact,context_or_exact,no,100.0,50.0,Q18340964;Q96758092,type of regulation and control;power
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Instrumentation,instrumentation,Q617028,,instrumentation > musical concept > artistic concept > concept,context_or_exact,context_or_exact,no,100.0,50.0,Q115211517,musical concept
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Waste water treatment plant,Waste Water Treatment Plant,Q116719041,,Waste Water Treatment Plant > photovoltaic power station > solar power plant > power station,context_or_exact,context_or_exact,no,100.0,50.0,Q1003207,photovoltaic power station
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Oxygen,oxygen,Q629,11977353d,oxygen > chemical element > chemical substance > chemical entity,context_or_exact,context_or_exact,no,100.0,50.0,Q1130479;Q11344;Q19600,nonmetal;chemical element;lithophile
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Activated sludge,activated sludge,Q815353,,activated sludge,context_or_exact,context_or_exact,no,100.0,50.0,,
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Redox potential,redox potential,Q1640043,,redox potential,context_or_exact,context_or_exact,no,100.0,50.0,,
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Mathematical morphology,mathematical morphology,Q530242,,mathematical morphology,context_or_exact,context_or_exact,no,100.0,50.0,,
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Segmentation,segmentation,Q1423946,,segmentation > biological process > biological phenomenon > natural phenomenon,context_or_exact,context_or_exact,no,100.0,50.0,Q2996394,biological process
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Antiextensive filtering,,,,,,none,no,0.0,0.0,,
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Hierarchical image representation,,,,,,none,no,0.0,0.0,,
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Connected operators,,,,,,none,no,0.0,0.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Impact,impact,Q4115667,,impact > type of interaction > type > class,context_or_exact,context_or_exact,no,100.0,50.0,Q123345464,type of interaction
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Heavy metals,heavy metal,Q38848,124869430,heavy metal > music genre > art genre > genre,context_or_exact,context_or_exact,no,100.0,50.0,Q14946528;Q188451,music genre;conflation
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Pollution,pollution,Q58734,11932823t,pollution,context_or_exact,context_or_exact,no,100.0,50.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Storm sewer overflow,,,,,,none,no,0.0,0.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Combined sewer overflow,combined sewer overflow,Q1938730,,combined sewer overflow,context_or_exact,context_or_exact,no,100.0,50.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Detention pond,,,,,,none,no,0.0,0.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Sediment,sediment,Q180184,,sediment,context_or_exact,context_or_exact,no,100.0,50.0,,
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Speciation,speciation,Q39350,,speciation,context_or_exact,context_or_exact,no,100.0,50.0,,
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Glucose sensor,Glucose sensor,Q126364723,,Glucose sensor > United States patent > patent > intellectual property,context_or_exact,context_or_exact,no,100.0,50.0,Q43305660,United States patent
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Calcium,calcium,Q706,11976285h,calcium > chemical element > chemical substance > chemical entity,context_or_exact,context_or_exact,no,100.0,50.0,Q1130479;Q11344;Q35456,chemical element;lithophile;essential medicine
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Hydrogen peroxide,hydrogen peroxide,Q171877,119510333,hydrogen peroxide > type of chemical entity > chemical entity > ordinary matter,context_or_exact,context_or_exact,no,100.0,50.0,Q113145171,type of chemical entity
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Koutecky-Levich plots,,,,,,none,no,0.0,0.0,,
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Platinum,platinum,Q880,11933151c,platinum > chemical element > chemical substance > chemical entity,context_or_exact,context_or_exact,no,100.0,50.0,Q11344,chemical element
1084678,Electrochemical biosensors: recommended definitions and classification,Electrochemical biosensor,,,,,,none,no,0.0,0.0,,
1084678,Electrochemical biosensors: recommended definitions and classification,Definition,definition,Q101072,11959122n,definition,context_or_exact,context_or_exact,no,100.0,50.0,,
1084678,Electrochemical biosensors: recommended definitions and classification,Single use biosensor,,,,,,none,no,0.0,0.0,,
1084678,Electrochemical biosensors: recommended definitions and classification,Calibration characteristics,,,,,,none,no,0.0,0.0,,
1084678,Electrochemical biosensors: recommended definitions and classification,Performance criteria,Performance Criteria,Q134702323,,Performance Criteria > literary work > written work > intellectual work,context_or_exact,context_or_exact,no,100.0,50.0,Q7725634,literary work
1084678,Electrochemical biosensors: recommended definitions and classification,Analytes,analyte,Q2282401,,analyte,context_or_exact,context_or_exact,no,100.0,50.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cr,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cu,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cd,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Zn,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Hg,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Pb,,,,,,none,no,0.0,0.0,,
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Heavy metals,heavy metal,Q38848,124869430,heavy metal > music genre > art genre > genre,context_or_exact,context_or_exact,no,100.0,50.0,Q14946528;Q188451,music genre;conflation
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Budget,budget,Q41263,,budget > field of study > knowledge system > conceptual system,context_or_exact,context_or_exact,no,100.0,50.0,Q1047113;Q2267705,field of study;field of study
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Seine,Seine,Q1471,119582905,Seine > main stem > river > stream,context_or_exact,context_or_exact,no,100.0,50.0,Q4022;Q573344,river;main stem
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",River,river,Q4022,,river > ecosystem type > type of system > type,context_or_exact,context_or_exact,no,100.0,50.0,Q125824188;Q1428660,ecosystem type;type of watercourse
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Ni,Ni,Q6854084,,Ni > family name > surname > anthroponym,context_or_exact,context_or_exact,no,100.0,50.0,Q101352;Q1093580,Chinese family name;family name
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Anthropogenic impacts,,,,,,none,no,0.0,0.0,,
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Sampling procedures,sampling procedure,Q114658653,,sampling procedure,context_or_exact,context_or_exact,no,100.0,50.0,,
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Atmospheric fallout,,,,,,none,no,0.0,0.0,,
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Trace elements,trace element,Q351792,11975502k,trace element,context_or_exact,context_or_exact,no,100.0,50.0,,
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Vibronic states,,,,,,none,no,0.0,0.0,,
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Spin–orbit coupling,,,,,,none,no,0.0,0.0,,
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,MRCI+Q,,,,,,none,no,0.0,0.0,,
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Stable dication,,,,,,none,no,0.0,0.0,,
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,CaO,Cao,Q710706,,Cao > Chinese family name > surname from a specific origin > surname,context_or_exact,context_or_exact,no,100.0,50.0,Q101352;Q1093580;Q11420694,royal surname;Chinese family name;family name
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Calcium monoxide,,,,,,none,no,0.0,0.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,SILANE-GRAFTED POLYPROPYLENE,,,,,,none,no,0.0,0.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,GAS BARRIER PROPERTIES,,,,,,none,no,0.0,0.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,MECHANICAL-PROPERTIES,,,,,,none,no,0.0,0.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CLAY NANOCOMPOSITES,,,,,,none,no,0.0,0.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CARBON NANOTUBES,carbon nanotube,Q1778729,,carbon nanotube,context_or_exact,context_or_exact,no,100.0,50.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,POLYMER,Polymer,Q3395619,,Polymer > scientific journal > trade magazine > magazine,context_or_exact,context_or_exact,no,100.0,50.0,Q41298;Q5633421,magazine;scientific journal
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,COMPOSITES,composite,Q66539734,,composite,context_or_exact,context_or_exact,no,100.0,50.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,BLENDS,blend,Q12055133,,blend,context_or_exact,context_or_exact,no,100.0,50.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,NANOPARTICLES,nanoparticle,Q61231,12293062x,nanoparticle,context_or_exact,context_or_exact,no,100.0,50.0,,
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CRYSTALLIZATION,crystallization,Q284256,119788740,crystallization,context_or_exact,context_or_exact,no,100.0,50.0,,
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Cosmochemistry,cosmochemistry,Q911801,,cosmochemistry > branch of chemistry > branch of science > field of study,context_or_exact,context_or_exact,no,100.0,50.0,Q11790203,branch of chemistry
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Organic chemistry,organic chemistry,Q11351,11936102w,organic chemistry > branch of chemistry > branch of science > field of study,context_or_exact,context_or_exact,no,100.0,80.0,Q11790203;Q11862829;Q4671286,branch of chemistry;academic major;academic discipline
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Solar nebula,Solar Nebula,Q3400,,Solar Nebula > molecular cloud > interstellar cloud > astronomical object,context_or_exact,context_or_exact,no,100.0,50.0,Q272447,molecular cloud
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Comets,comet,Q3559,11931717c,comet > astronomical object type > type of physical object > type,context_or_exact,context_or_exact,no,100.0,50.0,Q17444909,astronomical object type
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Interplanetary dust,,,,,,none,no,0.0,0.0,,
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Speedup factor,,,,,,none,no,0.0,0.0,,
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Global EDF scheduling,,,,,,none,no,0.0,0.0,,
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Directed Acyclic Graphs,directed acyclic graph,Q1195339,,directed acyclic graph,context_or_exact,context_or_exact,no,100.0,50.0,,
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Parallel tasks,,,,,,none,no,0.0,0.0,,
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Real-time scheduling,,,,,,none,no,0.0,0.0,,
1090755,Discrete curvature: theory and applications,Digital geometry,digital geometry,Q1789829,,digital geometry > area of mathematics > academic discipline > field of study,context_or_exact,context_or_exact,no,100.0,50.0,Q1936384,area of mathematics
1090755,Discrete curvature: theory and applications,Integrable theory,,,,,,none,no,0.0,0.0,,
1090755,Discrete curvature: theory and applications,Laplace-Beltrami operator,,,,,,none,no,0.0,0.0,,
1090755,Discrete curvature: theory and applications,Optimal transport,optimal transport,Q1280998,,optimal transport > mathematical concept > concept > abstract entity,context_or_exact,context_or_exact,no,100.0,50.0,Q24034552,mathematical concept
1090755,Discrete curvature: theory and applications,Geometry,geometry,Q8087,119315301,geometry > area of mathematics > academic discipline > field of study,context_or_exact,context_or_exact,no,100.0,50.0,Q1936384,area of mathematics
1090755,Discrete curvature: theory and applications,Discrete calculus,,,,,,none,no,0.0,0.0,,
1090755,Discrete curvature: theory and applications,Discrete curvature,,,,,,none,no,0.0,0.0,,
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Rhetoric,rhetoric,Q81009,119452384,rhetoric > field of study > knowledge system > conceptual system,context_or_exact,context_or_exact,no,100.0,80.0,Q1047113;Q11862829;Q4671286,academic major;field of study;academic discipline
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Oratory,oratory,Q580499,,oratory,context_or_exact,context_or_exact,no,100.0,50.0,,
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Gold clusters,gold cluster,Q5578916,,gold cluster > cluster > cluster > group,context_or_exact,context_or_exact,no,100.0,50.0,Q1103507;Q17339814,group or class of chemical substances;cluster
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Biomolecules,biomolecule,Q206229,121250080,biomolecule > class of chemical entities with similar source or occurrence > group or class of chemical entities > group or class of physical objects,context_or_exact,context_or_exact,no,100.0,50.0,Q56256178,class of chemical entities with similar source or occurrence
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,NBO AIM,,,,,,none,no,0.0,0.0,,
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Ab initio,ab initio,Q46310,,ab initio > Latin phrase > phrase > constituent,context_or_exact,context_or_exact,no,100.0,50.0,Q3062294,Latin phrase
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,TDDFT,,,,,,none,no,0.0,0.0,,
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Dislocation Dynamics Simulations,,,,,,none,no,0.0,0.0,,
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Multipole Method,Fast multipole method,Q5437040,,Fast multipole method,context_or_exact,context_or_exact,no,100.0,50.0,,
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Fourier Transform,fast Fourier transform,Q623950,,fast Fourier transform,context_or_exact,context_or_exact,no,100.0,50.0,,
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Spherical harmonics,spherical harmonic,Q877100,,spherical harmonic > special function > function > binary relation,context_or_exact,context_or_exact,no,100.0,50.0,Q867707,special function
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Stroh formalism,,,,,,none,no,0.0,0.0,,
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Anisotropic elasticity,,,,,,none,no,0.0,0.0,,
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Dislocation Dynamics Simulations,,,,,,none,no,0.0,0.0,,
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,SPME,,,,,,none,yes,0.0,0.0,,
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,KDOM partition coefficient,,,,,,none,no,0.0,0.0,,
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Dissolved organic matter,dissolved organic matter,Q120758545,,dissolved organic matter > substance > entity,context_or_exact,context_or_exact,no,100.0,50.0,Q378078,substance
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Trifluralin,trifluralin,Q418247,,trifluralin > type of chemical entity > chemical entity > ordinary matter,context_or_exact,context_or_exact,no,100.0,50.0,Q113145171,type of chemical entity
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cu,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Zn,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cr,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Contamination,contamination,Q60528603,,contamination > type of problem > type > class,context_or_exact,context_or_exact,no,100.0,50.0,Q130286945,type of problem
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Hg,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Pb,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cd,,,,,,none,no,0.0,0.0,,
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Seine River,Seine River,Q1570490,,Seine River > river > stream > watercourse,context_or_exact,context_or_exact,no,100.0,50.0,Q4022,river
