kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,w_ctx,w_sl,w_p31,w_p279,w_ctx_p31,w_ctx_p279,w_alias_inv,bonus_label,bonus_alias,total
windhoek,Q2583564,Move Windhoek,none,0,0,2.6,0.69,1.0,0.0,22.9,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.95
windhoek,Q2583568,Windhoek Central Business District,none,0,0,3.8,1.39,1.0,0.0,33.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.45
windhoek,Q2328367,Windhoek City Council,none,0,0,1.3,0.69,1.0,0.0,37.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.06
windhoek,Q106238081,Windhuker Anzeiger,none,0,0,1.3,0.0,1.0,0.0,22.9,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.57
windhoek,Q801615,Windhoek Railway Station,none,0,0,1.3,2.2,2.0,0.0,38.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.62
windhoek,Q28223276,Okuryangava,none,0,0,2.6,1.61,1.0,0.0,40.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.08
windhoek,Q625375,Windhoek Public Library,none,0,0,2.6,1.61,1.0,0.0,39.1,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.07
windhoek,Q16916545,Windhoek College of Education,none,0,0,3.8,1.39,1.0,0.0,33.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.45
windhoek,Q2327947,Windhoek City Police Service,none,0,0,1.3,0.69,1.0,0.0,31.1,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.5
windhoek,Q135432694,Windhoek,label,1,0,5.1,0.69,1.0,0.0,32.5,0.0,0.667,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,43.54
windhoek,Q32042422,Windhoek,label,1,0,6.4,0.69,1.0,0.0,34.1,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,48.75
windhoek,Q19658864,Windhoek,label,1,0,3.8,0.0,1.0,0.0,32.5,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,38.25
windhoek,Q19658868,Windhoek,label,1,0,3.8,0.0,1.0,0.0,32.5,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,38.25
windhoek,Q103974232,Windhoek,label,1,0,1.3,0.0,1.0,0.0,34.9,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,30.61
windhoek,Q19658866,Windhoek,label,1,0,3.8,0.0,1.0,0.0,32.5,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,38.25
windhoek,Q947084,Windhoek Declaration,none,0,0,5.1,2.48,1.0,0.0,25.6,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.95
windhoek,Q17102358,Windhoek West Constituency,none,0,0,2.6,2.08,1.0,0.0,20.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.12
windhoek,Q656427,Windhoek East Constituency,none,0,0,2.6,2.08,1.0,0.0,20.3,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.12
windhoek,Q2583578,Windhoek Country Club Resort,none,0,0,1.3,1.61,2.0,0.0,36.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.31
windhoek,Q8024218,Windhoek International School,none,0,0,2.6,1.39,1.0,0.0,29.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.87
windhoek,Q17110672,Windhoek Gymnasium Private School,none,0,0,3.8,1.1,1.0,0.0,29.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.26
windhoek,Q108532311,Windhoek Islamic Center,none,0,0,2.6,1.1,1.0,0.0,27.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.7
windhoek,Q25378691,Windhoek Synagogue,none,0,0,2.6,1.1,1.0,0.0,44.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.87
windhoek,Q8024211,Windhoek Afrikaanse Privaatskool,none,0,0,3.8,1.1,1.0,0.0,29.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.26
windhoek,Q31804829,Windhoekberg,none,0,0,3.8,0.69,1.0,0.0,30.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.07
windhoek,Q135584075,Windhoek Women Tour,none,0,0,1.3,0.69,1.0,2.0,25.0,33.5,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.4
windhoek,Q112157944,Windhoek-Rocky Crest,none,0,0,0.0,0.69,1.0,0.0,40.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.55
windhoek,Q112158025,Windhoek-Prosperita,none,0,0,0.0,0.69,1.0,0.0,40.0,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,3.55
windhoek,Q122261141,Windhoek Bowling Club,none,0,0,1.3,0.0,1.0,0.0,34.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.69
windhoek,Q1365884,archidiocèse de Windhoek,none,0,0,1.3,2.64,1.0,0.0,30.8,0.0,0.25,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.72
windhoek,Q15210645,Cimbebasia (Windhoek suburb),none,0,0,2.6,1.39,1.0,0.0,40.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.97
windhoek,Q1678355,Pioneers Park,none,0,0,2.6,1.61,1.0,0.0,44.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.13
windhoek,Q5361698,Elisenheim,none,0,0,2.6,1.39,1.0,0.0,33.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.91
maputo,Q3889,Maputo,label,1,0,3.8,5.1,4.0,0.0,34.8,0.0,0.4,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,62.3
maputo,Q379658,Maputo Province,none,0,0,2.6,3.76,1.0,0.0,15.4,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.91
maputo,Q1134899,Maputo Bay,none,0,0,1.3,3.53,1.0,0.0,34.4,0.0,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,4.99
maputo,Q1022397,Maputo International Airport,none,0,0,2.6,3.3,3.0,0.0,45.5,0.0,0.333,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.58
maputo,Q2452912,Maputo River,none,0,0,2.6,3.33,1.0,0.0,22.1,0.0,0.4,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.96
maputo,Q290662,Maputo University,none,0,0,2.6,2.4,1.0,0.0,31.1,0.0,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,5.93
maputo,Q10270274,Maputo Post Office Building,none,0,0,2.6,1.95,2.0,0.0,43.0,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.08
maputo,Q6754247,Maputo Private Hospital,none,0,0,3.8,1.39,1.0,0.0,24.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.35
maputo,Q3924288,Maputo Protocol,none,0,0,5.1,3.22,1.0,0.0,30.5,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.87
maputo,Q6754254,Maputo Special Reserve,none,0,0,2.6,1.61,1.0,0.0,34.6,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.03
maputo,Q19275941,Maputo–Catembe Bridge,none,0,0,2.6,2.64,2.0,0.0,24.7,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.24
maputo,Q2672929,Maputo Railway Station,none,0,0,2.6,2.48,3.0,0.0,46.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.19
maputo,Q4281000,Mozambique Stock Exchange,none,0,0,2.6,2.08,1.0,0.0,30.7,0.0,0.286,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,6.08
maputo,Q10283622,Maputo Fortress,none,0,0,2.6,1.61,2.0,0.0,39.8,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.38
maputo,Q10319985,history of Maputo,none,0,0,3.8,1.1,2.0,0.0,34.1,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.61
maputo,Q111972641,Maputo Day,none,0,0,3.8,0.0,1.0,0.0,28.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.7
maputo,Q130019294,Maputo National Park,none,0,0,3.8,2.3,1.0,0.0,28.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.85
maputo,Q10270271,Maputo City Hall,none,0,0,2.6,2.08,2.0,0.0,45.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.17
maputo,Q64581737,Maputo bullring,none,0,0,2.6,1.39,1.0,0.0,35.6,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.93
maputo,Q123481394,Maputo Central Hospital,none,0,0,2.6,0.69,1.0,0.0,24.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.47
maputo,Q112002339,Maputo Afecc Gloria Hotel,none,0,0,2.6,0.69,1.0,0.0,35.8,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.58
maputo,Q126045019,Maputo City Constituency,none,0,0,3.8,0.0,1.0,0.0,23.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.65
maputo,Q116558668,Maputoweg,none,0,0,2.6,0.0,1.0,0.0,32.5,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.2
maputo,Q116775317,Maputans,none,0,0,3.8,0.0,1.0,5.0,27.5,45.1,0.182,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,9.6
maputo,Q126044975,Maputo Province Constituency,none,0,0,3.8,0.0,1.0,0.0,23.9,0.0,1.0,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.65
maputo,Q1364960,Roman Catholic Archdiocese of Maputo,none,0,0,3.8,2.71,1.0,0.0,30.8,0.0,0.2,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.68
maputo,Q27440606,Hospital Central de Maputo,none,0,0,2.6,1.39,3.0,0.0,41.5,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,8.08
maputo,Q5494243,Port Maputo,none,0,0,2.6,2.2,1.0,0.0,34.4,0.0,0.667,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,7.32
maputo,Q21443604,Maputo,label,1,0,2.6,0.69,1.0,0.0,30.4,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,37.13
maputo,Q105767917,IMO 9450739,alias,0,1,2.6,0.69,1.0,0.0,29.6,0.0,1.0,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,35.6
renouvellement urbain,Q920600,urban renewal,alias,0,1,5.1,3.33,1.0,6.0,20.6,46.2,0.25,3.0,4.0,1.6,1.0,1.8,1.5,8.0,0.0,15.0,54.38
business improvement districts,Q100271234,Business Improvement Districts Act (Northern Ireland) 2013,none,0,0,6.4,0.0,1.0,0.0,18.4,0.0,0.5,1.2,0.5,0.8,0.6,1.0,0.8,3.0,0.0,0.0,10.18
business improvement districts,Q105547388,Business improvement districts,label,1,0,3.8,0.0,1.0,0.0,25.4,0.0,1.0,3.0,4.0,2.0,1.5,2.2,2.0,4.0,20.0,0.0,38.1
