feature,weight
ctx,0.054322482552719764
sl_log1p,0.5281069690826332
p31_cnt,0.19542900539584715
p279_cnt,-0.12899208588420966
ctx_p31,-0.019436033050335286
ctx_p279,0.05693517100032015
alias_inv,0.524144976653911
exact_label,4.712837198129185
exact_alias,3.6241270943542494
intercept,-6.09167301564161
