kw_norm,qid,label,ctx_sim,lbl_sim,canon,alias_exact_flag,penalty,exact_bonus,alias_bonus,total,p31_ids,p101_ids,p31_cnt,p101_cnt,p31_fuzzy_ctx
clouds,Q110218463,clouds,0.0,100.0,0.0,False,0,1.0,0.0,42.3,Q125191,,1,0,12.5
clouds,Q79288240,clouds,0.0,100.0,0.0,False,0,1.0,0.0,42.3,Q3305213,,1,0,12.3
clouds,Q110548120,clouds,0.0,100.0,0.0,False,0,1.0,0.0,44.7,Q11060274;Q18218093;Q838948,,3,0,27.8
clouds,Q112635406,clouds,0.0,100.0,0.0,False,0,1.0,0.0,42.3,Q3305213,,1,0,12.3
clouds,Q616706,apache derby,0.0,75.0,8.7,False,0,0.0,0.0,60.1,Q1130645;Q176165;Q341,,3,0,38.5
clouds,Q391351,clouds rest,0.0,70.6,6.7,False,0,0.0,0.0,49.6,Q8502,,1,0,13.1
clouds,Q1102652,cloudscape,0.0,75.0,5.2,False,0,0.0,0.0,46.9,Q215380,,1,0,16.4
clouds,Q59506817,clouds,0.0,100.0,0.0,False,0,1.0,0.0,42.3,Q3305213,,1,0,12.3
clouds,Q2496860,apache cloudstack,0.0,75.0,8.0,False,0,0.0,0.0,55.4,Q341,,1,0,18.8
clouds,Q49397,cloudsat,0.0,85.7,9.6,False,0,0.0,0.0,64.5,Q854845,,1,0,15.0
clouds,Q4042322,cloudstore,0.5,75.0,5.2,False,0,0.0,0.0,50.4,Q17088419;Q174989;Q341,,3,0,29.1
clouds,Q20900263,cloudsley louis rutter,0.0,42.9,3.6,False,0,0.0,0.0,29.4,Q5,,1,0,21.7
clouds,Q22095616,cloudsim,0.0,85.7,3.5,False,0,0.0,0.0,46.2,Q7397,,1,0,14.0
clouds,Q5135766,clouds across the moon,0.5,42.9,5.2,False,0,0.0,0.0,35.0,Q134556,,1,0,11.5
clouds,Q19461057,clouds hill,0.0,70.6,2.2,False,0,0.0,0.0,36.2,Q3947,,1,0,11.7
clouds,Q107123053,clouds,0.5,100.0,2.2,False,0,1.0,0.0,50.0,Q134556,,1,0,11.5
clouds,Q104765433,nuages en finlande,0.0,52.2,0.0,False,0,0.0,0.0,22.3,Q3305213,,1,0,12.3
clouds,Q5135617,cloudsnap,0.0,80.0,0.0,False,0,0.0,0.0,33.5,Q341,,1,0,18.8
clouds,Q59497131,clouds and black hills,0.0,42.9,0.0,False,0,0.0,0.0,18.5,Q3305213,,1,0,12.3
clouds,Q107385682,cloudscraper,0.0,66.7,0.0,False,0,0.0,0.0,28.0,Q29642950,,1,0,13.3
clouds,Q24469,ceinture de gould,0.0,66.7,11.5,False,0,0.0,0.0,62.6,Q11387,,1,0,18.6
clouds,Q5534660,geoffrey hendricks,0.0,75.0,5.8,False,0,0.0,0.0,48.8,Q5,,1,0,21.7
clouds,Q3399465,clouds hill,0.0,70.6,6.7,False,0,0.0,0.0,49.6,Q2087181,,1,0,17.3
clouds,Q5135780,cloudstreet,0.0,70.6,3.5,False,0,0.0,0.0,40.2,Q7725634,,1,0,15.6
clouds,Q124316328,cloudsurfers,0.0,66.7,2.2,False,0,0.0,0.0,34.7,Q215380,,1,0,16.4
clouds,Q483639,cloud computing,0.5,47.6,16.5,False,0,0.0,0.0,69.8,,,0,0,0.0
clouds,Q914359,cloud storage,0.5,63.2,13.3,False,0,0.0,0.0,66.3,,,0,0,0.0
clouds,Q160092,rubus chamaemorus,0.5,62.5,13.5,False,0,0.0,0.0,68.1,Q16521,,1,0,16.1
clouds,Q4817119,atmospheric river,0.0,62.5,11.8,False,0,0.0,0.0,60.4,,,0,0,0.0
clouds,Q5135629,cloud,0.0,90.9,4.4,False,0,1.0,0.0,52.1,Q101352,,1,0,18.8
clouds,Q35494,calipso,0.5,46.2,9.6,False,0,0.0,0.0,49.8,Q854845,,1,0,15.0
clouds,Q1343205,file-hosting service,0.0,58.8,12.2,False,0,0.0,0.0,60.0,,,0,0,0.0
clouds,Q36135,clouded leopard,0.5,47.6,14.1,False,0,0.0,0.0,63.9,Q16521,,1,0,16.1
clouds,Q376353,cloud county,0.0,55.6,12.3,False,0,0.0,0.0,60.3,Q13410444,,1,0,7.4
clouds,Q1346018,infrastructure as a service,0.5,46.2,12.1,False,0,0.0,0.0,57.4,Q131339603,,1,0,27.3
clouds,Q1798592,cloud strife,0.5,66.7,9.3,False,0,0.0,0.0,58.1,Q15632617;Q1569167,Q838498,2,1,20.9
clouds,Q30665,clouded apollo,0.5,50.0,11.4,False,0,0.0,0.0,56.8,Q16521,,1,0,16.1
clouds,Q214469,cloud forest,0.0,66.7,14.3,False,0,0.0,0.0,69.5,,,0,0,0.0
clouds,Q113100,cloud,0.0,90.9,9.4,False,0,1.0,0.0,67.0,Q7889,,1,0,13.0
clouds,Q180382,cloud burst,0.0,70.6,14.0,False,0,0.0,0.0,71.8,Q118733587,,1,0,17.0
clouds,Q4778915,cloudflare,0.0,62.5,11.6,False,0,0.0,0.0,63.4,Q18388277;Q19967801;Q891723,,3,0,25.0
clouds,Q16829781,cloud rap,0.0,66.7,11.1,False,0,0.0,0.0,61.4,Q188451,,1,0,19.9
clouds,Q664424,cloud,0.5,90.9,6.7,False,0,1.0,0.0,60.0,Q101965,,1,0,23.4
clouds,Q110160416,cloud region,0.0,55.6,2.0,False,0,0.0,0.0,28.2,,,0,0,0.0
clouds,Q2553613,internet video,0.0,52.2,8.7,False,0,0.0,0.0,47.0,,,0,0,0.0
clouds,Q2592476,cloud,0.0,90.9,3.5,False,0,1.0,0.0,49.2,Q58180408,,1,0,11.8
clouds,Q1055865,overcast,0.0,83.3,8.7,False,0,0.0,0.0,60.8,Q830457,,1,0,16.5
clouds,Q105071964,cloud,0.0,90.9,2.2,False,0,1.0,0.0,45.5,Q202444,,1,0,21.2
clouds,Q637169,cloudy with a chance of meatballs,0.0,30.8,12.8,False,0,0.0,0.0,52.3,Q202866,,1,0,25.0
clouds,Q19827848,cloud9,0.0,83.3,9.6,False,0,0.0,0.0,65.9,Q4438121;Q61974339;Q989470,,3,0,26.0
clouds,Q12108188,cloud 9,0.0,76.9,9.2,False,0,0.0,0.0,60.1,Q506240,,1,0,25.0
clouds,Q5135628,cloud,0.0,90.9,7.7,False,0,1.0,0.0,62.0,Q5,,1,0,21.7
clouds,Q277157,cloudy with a chance of meatballs 2,0.0,29.3,12.0,False,0,0.0,0.0,49.3,Q202866,,1,0,25.0
clouds,Q13479680,cloud species,0.5,63.2,7.2,False,0,0.0,0.0,47.8,,,0,0,0.0
clouds,Q85632250,cloud gaming service,1.1,46.2,2.0,False,0,0.0,0.0,26.7,,,0,0,0.0
clouds,Q2024390,remote backup service,0.5,55.6,10.0,False,0,0.0,0.0,53.2,,,0,0,0.0
clouds,Q520871,colias croceus,0.5,50.0,11.6,False,0,0.0,0.0,57.2,Q16521,,1,0,16.1
clouds,Q830457,cloud cover,0.0,58.8,14.3,False,0,0.0,0.0,66.4,,,0,0,0.0
clouds,Q77977294,cloud,0.0,90.9,0.0,False,0,1.0,0.0,38.7,Q3305213,,1,0,12.3
clouds,Q105692813,ieee international conference on cloud computing,0.0,90.9,0.0,False,0,0.0,0.0,37.8,Q47258130,,1,0,17.0
clouds,Q50889494,cloud,0.0,90.9,0.0,False,0,1.0,0.0,38.7,Q3305213,,1,0,12.3
clouds,Q18615484,cloud,0.0,90.9,0.0,False,0,1.0,0.0,38.7,Q838795,,1,0,9.4
clouds,Q432556,cloudcroft,0.0,62.5,11.0,False,0,0.0,0.0,59.4,Q751708,,1,0,13.6
clouds,Q1064312,cloud cult,0.0,62.5,7.7,False,0,0.0,0.0,49.4,Q215380,,1,0,16.4
clouds,Q2499178,cloud database,0.0,60.0,10.7,False,0,0.0,0.0,56.1,,,0,0,0.0
clouds,Q87526641,☁,0.0,90.9,2.2,False,0,0.0,0.0,45.6,Q1049294;Q29654788,,2,0,20.9
clouds,Q11193408,cloud,0.0,90.9,2.2,False,0,1.0,0.0,45.4,Q215380,,1,0,16.4
clouds,Q3548033,cloud,0.0,90.9,2.2,False,0,1.0,0.0,46.4,Q1114461;Q30174902,,2,0,15.9
clouds,Q589099,cloud gate,0.0,62.5,11.0,False,0,0.0,0.0,60.5,Q570116;Q860861,,2,0,19.2
clouds,Q2979728,cloudera,0.0,71.4,8.2,False,0,0.0,0.0,56.0,Q6881511;Q891723,,2,0,30.0
clouds,Q40205,cartographie des nuages,0.0,70.6,10.9,False,0,0.0,0.0,62.3,Q7725634,,1,0,15.6
clouds,Q93133342,cloudpunk,0.0,66.7,7.0,False,0,0.0,0.0,49.1,Q7889,,1,0,13.0
clouds,Q1102629,jeu à la demande,0.5,55.6,12.7,False,0,0.0,0.0,63.2,Q81941037,,1,0,26.4
clouds,Q1102645,cloud nothings,0.0,60.0,8.2,False,0,0.0,0.0,50.0,Q215380,,1,0,16.4
clouds,Q16540469,cloud imperium games,0.0,46.2,5.2,False,0,0.0,0.0,35.4,Q210167,,1,0,17.0
clouds,Q5135728,cloudberry kingdom,0.0,41.7,5.2,False,0,0.0,0.0,33.4,Q7889,,1,0,13.0
clouds,Q5135791,cloudy with a chance of meatballs,0.0,30.8,5.7,False,0,0.0,0.0,30.8,Q7889,,1,0,13.0
clouds,Q50866964,cloud native computing foundation,0.0,25.6,8.2,False,0,0.0,0.0,37.7,Q18325460;Q39998995,,2,0,29.9
clouds,Q4036320,cloud9,0.0,83.3,7.0,False,0,0.0,0.0,57.0,Q13741;Q341,,2,0,22.3
clouds,Q5135655,cloud county community college,0.0,27.8,3.5,False,0,0.0,0.0,24.0,Q1336920;Q23002039,,2,0,12.9
clouds,Q3681214,cloudkicker,0.0,58.8,5.2,False,0,0.0,0.0,40.4,Q215380,,1,0,16.4
clouds,Q2162831,cloud nine,0.5,62.5,3.5,False,0,0.0,0.0,38.3,Q105543609,,1,0,25.7
clouds,Q509074,cloudina,0.0,71.4,8.2,False,0,0.0,0.0,54.4,Q23038290,,1,0,10.2
clouds,Q111854927,cloud m1,0.0,71.4,0.0,False,0,0.0,0.0,30.1,Q210167,,1,0,17.0
clouds,Q28974776,cloud-init,0.0,62.5,2.2,False,0,0.0,0.0,33.0,Q7397,,1,0,14.0
clouds,Q29186572,cloudesley brereton,0.0,48.0,4.5,False,0,0.0,0.0,34.1,Q5,,1,0,21.7
